77.38,63.74,54.99,53.23,0
84.77,64.1,63.26,54.23,1
83.44,72.86,72.78,68.8,2
83.07,72.97,63.6,71.57,3
86.67,74.54,67.61,65.5,4
86.34,74.84,70.64,73.22,5
85.93,71.42,65.66,67.52,6
85.59,74.45,70.59,68.66,7
85.85,72.42,64.82,72.54,8
85.4,73.72,71.77,72.97,9
84.32,73.49,71.81,74.51,10
85.15,78.32,73.69,70.55,11
76.18,71.3,75.45,69.73,12
83.58,75.43,67.83,67.53,13
83.58,75.25,71.41,74.0,14
87.28,77.96,73.74,75.6,15
85.52,78.81,70.58,78.05,16
86.08,75.37,71.7,77.71,17
86.17,76.18,75.68,72.95,18
79.23,77.64,70.5,76.2,19
83.19,74.3,71.69,76.86,20
86.08,79.05,72.11,75.4,21
85.95,73.97,70.2,71.59,22
85.93,74.57,66.89,75.28,23
82.53,74.51,72.35,81.59,24
84.64,75.43,72.16,80.39,25
85.91,76.24,75.4,70.81,26
84.76,75.99,73.81,68.7,27
84.52,76.04,67.82,78.9,28
84.02,74.81,68.61,74.11,29
84.07,78.53,70.93,74.99,30
85.54,79.03,74.13,69.66,31
86.23,76.71,74.07,76.17,32
85.88,76.44,71.11,75.77,33
85.81,77.36,73.94,74.48,34
86.49,76.65,68.79,74.89,35
86.86,77.79,79.01,73.01,36
86.02,75.2,76.24,81.2,37
87.01,76.36,76.0,77.81,38
84.63,75.46,71.39,75.74,39
84.49,78.57,78.81,80.13,40
86.88,78.84,75.71,74.86,41
83.88,78.0,80.07,68.67,42
86.83,80.4,79.33,71.73,43
82.48,76.79,76.35,73.15,44
82.09,77.55,79.79,75.17,45
84.88,77.03,74.97,74.11,46
83.38,77.31,72.99,73.84,47
80.97,76.41,71.87,81.86,48
84.27,77.59,73.81,81.93,49
85.47,77.63,73.4,80.4,50
85.32,78.39,74.24,81.97,51
85.86,78.34,73.97,81.76,52
86.1,78.96,73.36,81.83,53
86.71,78.85,74.53,81.32,54
85.69,79.47,74.71,81.25,55
85.37,78.78,74.71,80.4,56
85.07,78.46,73.64,81.9,57
87.2,79.08,75.36,78.53,58
86.73,79.08,75.6,79.25,59
85.93,79.1,74.71,79.82,60
85.07,79.36,76.19,82.54,61
85.69,78.83,74.97,79.11,62
86.4,80.46,75.04,78.97,63
86.02,79.43,74.25,80.26,64
86.34,80.45,75.66,78.97,65
86.19,79.7,75.71,79.11,66
86.02,80.8,76.29,80.4,67
86.49,80.21,75.4,80.33,68
85.54,80.36,75.43,81.25,69
86.49,80.55,76.88,81.18,70
85.63,80.79,75.77,83.33,71
85.69,80.68,75.45,81.25,72
85.69,79.38,75.18,81.62,73
85.15,79.28,76.53,81.05,74
85.15,79.82,76.71,81.76,75
85.69,79.85,76.77,79.69,76
85.22,79.96,76.78,80.33,77
84.92,79.76,77.18,80.4,78
85.46,80.17,76.7,80.33,79
