99.37,99.58,99.65,99.15,4000
99.39,99.55,99.69,99.19,3500
99.37,99.44,99.67,99.19,3000
96.11,94.77,95.78,92.38,2500
96.82,94.46,94.58,90.1,2000
96.58,94.02,93.44,92.1,1500
95.4,93.55,93.73,91.66,1000
94.3,91.42,91.55,88.6,500
93.11,88.67,89.38,85.74,200
92.31,86.75,88.41,83.56,100
92.55,88.57,87.68,77.98,80
89.54,84.35,82.84,77.92,50
88.18,80.38,78.95,79.72,30
86.76,78.56,79.23,78.01,20
87.52,76.11,73.89,68.8,10
96.41,94.65,94.89,92.31,2048
