90.24,82.16,76.13,79.05,0
91.97,89.15,86.62,86.64,1
93.13,88.07,88.88,90.77,2
95.18,91.5,92.81,88.26,3
93.27,94.13,93.57,85.62,4
94.51,94.01,91.38,95.49,5
96.95,95.39,95.57,92.13,6
96.71,95.37,95.01,95.51,7
96.98,95.07,94.57,94.33,8
97.45,95.56,94.61,90.32,9
98.09,97.38,97.77,98.52,10
97.81,92.49,94.5,97.97,11
97.29,94.09,95.84,98.11,12
98.56,97.26,96.67,97.12,13
98.15,97.0,97.4,98.73,14
98.63,98.24,98.42,98.11,15
98.34,94.95,95.77,97.47,16
98.99,97.48,97.48,97.93,17
98.76,98.56,97.69,98.27,18
98.85,97.62,98.11,96.59,19
98.65,97.78,97.61,98.99,20
98.45,98.14,98.25,95.22,21
98.43,98.52,98.36,97.4,22
98.98,98.9,99.17,99.33,23
99.35,97.78,98.21,98.82,24
98.84,97.67,98.31,98.78,25
99.05,98.56,98.52,99.01,26
99.29,97.2,97.35,95.22,27
98.7,97.4,97.71,98.36,28
99.02,98.9,98.34,99.51,29
99.38,98.71,98.94,98.57,30
97.71,97.82,97.94,97.56,31
98.79,98.55,98.58,99.0,32
99.33,97.82,98.58,97.38,33
98.56,98.08,98.65,97.61,34
99.22,98.68,98.4,98.96,35
99.4,98.44,98.54,99.21,36
99.44,99.15,98.98,99.63,37
99.5,98.33,98.67,99.61,38
99.15,98.76,99.15,99.66,39
99.21,98.59,99.35,99.04,40
99.19,99.31,99.06,97.12,41
99.25,98.86,99.31,99.29,42
99.09,99.03,98.73,98.23,43
99.34,98.56,98.9,97.45,44
98.85,99.15,99.27,99.36,45
99.09,98.52,98.92,98.43,46
99.58,99.08,99.19,98.89,47
99.72,99.34,99.46,99.19,48
99.49,99.58,99.31,99.59,49
99.65,99.76,99.46,99.63,50
99.63,99.72,99.58,99.66,51
99.57,99.74,99.71,99.66,52
99.57,99.69,99.58,99.66,53
99.56,99.62,99.65,99.66,54
99.76,99.86,99.88,99.66,55
99.74,99.82,99.88,99.66,56
99.65,99.86,99.83,99.66,57
99.56,99.72,99.9,99.66,58
99.58,99.74,99.83,99.66,59
99.54,99.6,99.71,99.66,60
99.56,99.69,99.83,99.66,61
99.65,99.86,99.83,99.66,62
99.68,99.87,99.9,99.66,63
99.63,99.84,99.9,99.66,64
99.6,99.68,99.83,99.66,65
99.63,99.82,99.83,99.66,66
99.68,99.71,99.67,99.66,67
99.76,99.81,99.75,99.66,68
99.76,99.86,99.88,99.66,69
99.74,99.79,99.81,99.66,70
99.8,99.84,99.88,99.66,71
99.63,99.82,99.83,99.66,72
99.8,99.84,99.88,99.66,73
99.76,99.86,99.94,99.68,74
99.65,99.86,99.83,99.66,75
99.65,99.86,99.83,99.66,76
99.76,99.86,99.88,99.66,77
99.76,99.86,99.88,99.66,78
99.76,99.86,99.88,99.66,79
