88.07,82.27,79.5,82.32,0
82.95,84.44,89.65,81.05,1
93.4,91.13,87.55,88.43,2
93.44,92.69,90.28,93.11,3
92.84,93.04,93.44,91.96,4
95.97,91.16,89.34,92.07,5
96.75,95.17,94.61,86.3,6
96.86,95.52,94.5,94.85,7
97.16,96.59,95.67,90.73,8
96.07,95.92,94.9,94.74,9
97.34,97.3,96.13,94.61,10
97.86,94.97,95.54,95.26,11
98.1,97.92,95.11,95.61,12
98.13,97.66,96.52,96.3,13
98.41,97.65,95.3,97.27,14
97.21,95.3,96.31,95.23,15
97.73,96.52,95.19,96.43,16
98.41,98.61,98.5,97.72,17
98.04,97.6,97.92,97.92,18
97.78,98.15,97.11,97.07,19
98.69,98.13,97.5,96.89,20
97.97,97.26,98.11,95.81,21
97.99,97.82,97.27,98.47,22
99.04,98.26,97.44,97.92,23
99.19,97.12,95.65,97.61,24
98.61,97.99,96.59,98.36,25
98.51,98.09,98.56,98.41,26
98.99,98.73,97.32,97.31,27
98.72,98.46,98.56,96.8,28
98.93,98.05,99.25,98.77,29
99.22,98.61,98.67,98.32,30
99.54,98.35,98.25,95.97,31
99.19,98.8,98.9,98.36,32
98.79,97.46,95.15,98.24,33
99.39,98.57,99.17,98.67,34
99.66,98.94,98.65,98.84,35
99.32,98.31,99.06,98.69,36
99.48,98.67,98.34,98.5,37
99.33,98.88,98.94,99.1,38
99.24,98.7,98.71,98.82,39
99.32,98.7,98.75,99.15,40
99.43,98.32,98.36,98.89,41
99.08,99.27,99.73,99.36,42
99.41,99.24,99.5,98.84,43
98.63,98.26,98.0,98.24,44
99.16,98.64,98.63,99.1,45
99.35,98.86,99.85,98.73,46
99.09,99.21,99.44,99.01,47
99.26,99.01,99.19,99.82,48
99.57,99.5,99.42,99.61,49
99.72,99.45,99.54,99.68,50
99.7,99.56,99.42,99.9,51
99.78,99.6,99.67,99.35,52
99.78,99.6,99.73,99.36,53
99.74,99.68,99.73,99.35,54
99.78,99.7,99.73,100.0,55
99.78,99.73,99.73,99.98,56
99.9,99.66,99.71,99.68,57
99.78,99.78,99.73,99.95,58
99.68,99.44,99.73,99.68,59
99.76,99.63,99.73,99.66,60
99.76,99.63,99.79,99.68,61
99.78,99.65,99.73,99.68,62
99.74,99.59,99.73,99.66,63
99.78,99.65,99.73,99.68,64
99.72,99.53,99.73,99.68,65
99.76,99.61,99.73,99.68,66
99.78,99.68,99.77,99.52,67
99.78,99.7,99.85,99.68,68
99.74,99.64,99.92,99.68,69
99.78,99.62,99.67,99.68,70
99.78,99.65,99.73,99.68,71
99.78,99.64,99.88,99.68,72
99.78,99.62,99.54,100.0,73
99.7,99.41,99.54,99.68,74
99.78,99.73,99.92,99.68,75
99.78,99.73,99.92,99.68,76
99.78,99.73,99.92,99.68,77
99.78,99.62,99.67,99.68,78
99.78,99.78,99.92,100.0,79
