85.03,70.46,66.01,56.55,0
80.67,74.41,69.3,76.99,1
86.78,79.27,77.9,79.18,2
85.58,77.8,80.49,71.42,3
85.24,80.35,76.84,83.14,4
86.66,79.49,77.84,83.21,5
89.05,78.85,83.15,81.35,6
86.39,85.25,86.47,84.89,7
87.9,82.81,86.24,86.01,8
90.62,85.1,87.83,83.59,9
88.81,85.07,85.38,86.38,10
90.5,84.2,83.22,85.49,11
91.54,85.61,84.71,83.49,12
94.3,87.83,87.06,88.04,13
91.76,86.22,86.87,89.25,14
93.31,86.12,90.08,86.21,15
92.3,89.33,86.38,82.2,16
92.14,88.56,91.03,89.85,17
92.28,84.57,89.66,84.25,18
93.8,90.94,87.78,91.49,19
91.84,87.6,89.94,83.19,20
93.35,88.16,83.97,88.42,21
93.65,89.62,91.94,89.62,22
93.33,88.5,89.7,80.43,23
95.01,87.96,89.51,83.33,24
95.46,90.82,89.72,88.9,25
92.96,89.8,86.44,90.09,26
95.68,90.66,92.18,87.61,27
91.37,89.6,91.55,88.09,28
93.46,89.62,92.25,88.73,29
95.38,91.39,91.61,88.29,30
94.77,92.09,90.02,91.52,31
96.24,92.85,91.44,87.38,32
95.01,92.54,93.93,89.01,33
94.85,92.64,93.72,90.54,34
95.72,92.8,93.49,88.26,35
96.02,93.35,92.74,91.83,36
96.61,92.57,89.99,88.16,37
95.07,93.83,94.33,93.09,38
95.46,93.15,94.61,89.25,39
96.33,93.61,92.67,93.46,40
96.48,94.34,92.09,92.1,41
92.99,92.41,92.7,90.23,42
97.21,94.65,92.19,94.62,43
95.61,93.65,92.03,92.0,44
94.21,91.93,91.48,92.82,45
96.24,91.48,93.52,92.58,46
95.8,94.15,94.8,91.73,47
96.28,91.68,92.37,86.15,48
96.26,92.95,93.32,93.16,49
96.17,93.55,94.26,93.74,50
96.43,93.27,94.38,93.09,51
96.9,94.12,95.2,92.45,52
96.9,94.55,95.04,92.38,53
97.14,93.8,95.03,92.51,54
96.9,93.62,95.08,92.51,55
96.19,93.92,94.48,92.95,56
96.43,94.36,94.89,91.8,57
96.9,95.13,94.89,93.16,58
96.66,94.33,95.25,91.94,59
96.58,95.25,94.41,91.73,60
97.14,94.97,95.13,92.45,61
96.58,94.59,95.34,91.94,62
96.34,94.28,94.79,91.73,63
96.34,94.91,94.79,92.45,64
96.82,95.34,94.56,93.87,65
96.51,95.35,94.89,93.16,66
96.66,95.34,94.96,93.16,67
96.19,94.69,95.1,93.16,68
96.28,95.29,95.2,93.23,69
97.14,95.38,95.61,94.66,70
96.51,95.13,95.61,93.94,71
96.28,95.01,95.51,93.94,72
97.14,95.56,95.38,93.16,73
97.14,94.81,95.52,91.8,74
96.9,94.38,95.35,91.8,75
96.82,94.49,95.11,91.73,76
96.9,94.71,95.28,91.73,77
96.75,94.12,94.94,91.73,78
96.66,94.87,95.2,91.8,79
