76.57,64.91,58.99,58.52,0
81.88,67.68,68.33,61.14,1
73.47,64.68,61.43,67.87,2
81.95,68.09,70.55,69.28,3
80.72,71.6,68.06,70.49,4
85.06,70.65,70.43,71.75,5
83.48,71.72,68.17,69.25,6
84.19,74.19,70.0,66.32,7
85.41,76.67,72.28,72.73,8
81.49,72.87,64.55,77.14,9
85.53,72.7,74.27,66.56,10
86.34,73.17,73.16,58.57,11
86.06,72.06,74.43,60.44,12
85.03,73.38,71.77,73.8,13
85.35,78.26,78.46,72.89,14
87.01,75.21,71.38,79.76,15
86.84,76.78,73.03,74.76,16
87.22,78.01,76.08,75.54,17
83.04,74.97,73.84,74.96,18
85.02,75.58,74.59,80.73,19
86.86,78.03,76.82,83.59,20
88.32,80.3,77.54,75.33,21
85.19,73.39,73.36,72.06,22
83.41,72.47,78.41,81.55,23
86.98,75.26,69.08,78.22,24
87.45,78.42,76.46,78.39,25
87.52,78.8,78.5,85.13,26
84.56,79.04,78.01,73.74,27
87.86,76.16,76.25,81.0,28
86.56,76.76,72.99,76.79,29
85.47,76.66,75.05,80.23,30
85.02,77.23,78.31,81.66,31
83.68,74.92,74.48,83.04,32
88.27,80.79,79.23,79.18,33
87.76,79.09,77.85,79.34,34
84.34,77.2,73.56,79.85,35
83.06,76.57,80.77,79.62,36
85.8,76.98,77.9,81.72,37
87.22,78.83,75.97,82.53,38
88.45,81.48,78.97,83.63,39
86.31,78.39,77.6,83.4,40
86.15,78.26,77.19,79.32,41
86.66,79.46,74.24,84.89,42
87.69,78.77,78.29,82.34,43
88.3,79.1,77.22,82.92,44
87.74,79.34,76.45,80.64,45
87.69,80.08,75.35,84.21,46
87.88,78.03,80.8,80.84,47
83.95,77.93,76.56,77.41,48
86.81,77.25,78.54,79.32,49
86.61,77.71,77.14,85.2,50
86.37,79.28,80.11,84.48,51
86.29,78.55,78.66,83.77,52
87.0,79.66,80.37,85.33,53
86.52,78.27,78.45,84.11,54
87.25,78.09,79.43,84.48,55
87.08,78.94,78.53,84.62,56
86.61,78.59,80.43,85.26,57
86.52,78.42,78.71,84.92,58
86.44,77.94,79.37,85.2,59
86.59,78.91,79.25,85.06,60
86.35,79.35,80.22,83.84,61
87.69,79.39,78.7,84.55,62
87.0,78.65,78.49,85.26,63
86.85,78.24,78.92,85.13,64
86.85,80.13,80.53,85.2,65
87.24,80.49,81.25,83.97,66
87.47,79.5,80.05,84.62,67
86.93,78.69,79.95,84.28,68
87.24,78.12,78.02,83.7,69
87.08,79.43,79.28,83.7,70
87.17,80.02,80.85,84.48,71
87.32,79.09,80.14,84.69,72
87.47,79.36,80.92,84.34,73
87.41,78.6,79.9,84.34,74
87.25,78.5,79.66,84.21,75
87.17,78.77,79.5,84.92,76
87.17,78.66,79.5,84.99,77
86.93,78.93,79.9,85.13,78
86.93,78.99,79.74,85.13,79
